station_id,lat,lon,is_igp,spatial_block,random_block
085427076400101,8.9075,76.6669,False,1,3
085430077032001,8.9083,77.0556,False,1,3
090806076491701,9.135,76.8214,False,1,3
091100076481001,9.1833,76.8028,False,1,0
091100077265001,9.1833,77.4472,False,1,1
091105076461701,9.1847,76.7714,False,1,2
091127076421901,9.1908,76.7053,False,1,2
091200076440001,9.2,76.7333,False,1,0
091200076440002,9.2,76.7333,False,1,2
091200076550001,9.2,76.9167,False,1,0
091230077333001,9.2083,77.5583,False,1,3
091230077333002,9.2083,77.5583,False,1,3
091400076343501,9.2333,76.5764,False,1,4
091430077243001,9.2417,77.4083,False,1,3
091430077243002,9.2417,77.4083,False,1,1
091430077480501,9.2417,77.8014,False,1,4
091449076365601,9.2469,76.6156,False,1,2
091453076361801,9.2481,76.605,False,1,1
091459076310601,9.2497,76.5183,False,1,4
091459076310602,9.2497,76.5183,False,1,1
091500076253901,9.25,76.4275,False,1,0
091500076270003,9.25,76.45,False,1,2
091500076290001,9.25,76.4833,False,1,3
091500076290002,9.25,76.4833,False,1,0
091500076304001,9.25,76.5111,False,1,2
091500076314502,9.25,76.5292,False,1,0
091500076314503,9.25,76.5292,False,1,3
091500076321501,9.25,76.5375,False,1,2
091500076321502,9.25,76.5375,False,1,1
091506076270701,9.2517,76.4519,False,1,1
092000076470002,9.3333,76.7833,False,1,2
092000076504001,9.3333,76.8444,False,1,3
092014076550401,9.3372,76.9178,False,1,4
092025077254001,9.3403,77.4278,False,1,2
092030076501001,9.3417,76.8361,False,1,0
092105076324501,9.3514,76.5458,False,1,4
092113076404401,9.3536,76.6789,False,1,3
092113076480901,9.3536,76.8025,False,1,3
092200078470001,9.3667,78.7833,False,1,0
092200078470002,9.3667,78.7833,False,1,1
092400078234001,9.4,78.3944,False,1,3
092430078223001,9.4083,78.375,False,1,4
092430078340001,9.4083,78.5667,False,1,2
092500078330001,9.4167,78.55,False,1,4
092525078212001,9.4236,78.3556,False,1,4
092625078270501,9.4403,78.4514,False,1,1
092630078334001,9.4417,78.5611,False,1,4
092730078363001,9.4583,78.6083,False,1,1
093039077451801,9.5108,77.755,False,1,1
093040078115001,9.5111,78.1972,False,1,3
093045078054501,9.5125,78.0958,False,1,3
093045078054502,9.5125,78.0958,False,1,0
093235078413501,9.5431,78.6931,False,1,4
093315078003001,9.5542,78.0083,False,1,0
093328076405301,9.5578,76.6814,False,1,4
093330076580002,9.5583,76.9667,False,1,0
093400078043001,9.5667,78.075,False,1,3
093500077571501,9.5833,77.9542,False,1,3
093530078520001,9.5917,78.8667,False,1,3
093732076293601,9.6256,76.4933,False,1,3
093734076402601,9.6261,76.6739,False,1,2
093800076361901,9.6333,76.6053,False,1,3
093830076431001,9.6417,76.7194,False,1,1
093851076311201,9.6475,76.52,False,1,3
093900076393001,9.65,76.6583,False,1,2
093927076461401,9.6575,76.7706,False,1,2
093949076252601,9.6636,76.4239,False,1,2
093952076323401,9.6644,76.5428,False,1,2
094000076333001,9.6667,76.5583,False,1,0
094000076363101,9.6667,76.6086,False,1,0
094000076480001,9.6667,76.8,False,1,1
094000077090001,9.6667,77.15,False,1,0
094005076465501,9.6681,76.7819,False,1,2
094010076364001,9.6694,76.6111,False,1,3
094011076342001,9.6697,76.5722,False,1,3
094018076465101,9.6717,76.7808,False,1,2
094025076474501,9.6736,76.7958,False,1,4
094041076232501,9.6781,76.3903,False,1,2
094042076251501,9.6783,76.4208,False,1,0
094047076222701,9.6797,76.3742,False,1,3
094100076180001,9.6833,76.3,False,1,2
094110076172702,9.6861,76.2908,False,1,3
094110076365501,9.6861,76.6153,False,1,2
094112076301801,9.6867,76.505,False,1,2
094118076371801,9.6883,76.6217,False,1,0
094146077021201,9.6961,77.0367,False,1,2
094200076210001,9.7,76.35,False,1,3
094216076193201,9.7044,76.3256,False,1,1
094222077112802,9.7061,77.1911,False,1,3
094230077030001,9.7083,77.05,False,1,0
094253077092501,9.7147,77.1569,False,1,1
094400077051501,9.7333,77.0875,False,1,2
094400077093001,9.7333,77.1583,False,1,4
094414077131401,9.7372,77.2206,False,1,1
094459077051401,9.7497,77.0872,False,1,1
094508077062201,9.7522,77.1061,False,1,2
094600079010001,9.7667,79.0167,False,1,4
094700078551501,9.7833,78.9208,False,1,4
094900077110101,9.8167,77.1836,False,1,0
094905077105501,9.8181,77.1819,False,1,1
095000078470001,9.8333,78.7833,False,1,4
095000078470002,9.8333,78.7833,False,1,0
095030078372001,9.8417,78.6222,False,1,4
095105078223001,9.8514,78.375,False,1,1
095125078290001,9.8569,78.4833,False,1,4
095230078110001,9.875,78.1833,False,1,1
095304078112001,9.8844,78.1889,False,1,2
095330077235001,9.8917,77.3972,False,1,3
095400078310001,9.9,78.5167,False,1,0
095430078091001,9.9083,78.1528,False,1,2
095506077311801,9.9183,77.5217,False,1,2
095510078070501,9.9194,78.1181,False,1,3
095515077530001,9.9208,77.8833,False,1,4
095530077323001,9.925,77.5417,False,1,3
095630078311501,9.9417,78.5208,False,1,2
095700078400001,9.95,78.6667,False,1,2
095701076271802,9.9503,76.455,False,1,2
095715078291001,9.9542,78.4861,False,1,4
095730078181501,9.9583,78.3042,False,1,1
095745077270001,9.9625,77.45,False,1,0
095815077474501,9.9708,77.7958,False,1,1
095900078400001,9.9833,78.6667,False,1,0
095900078400002,9.9833,78.6667,False,1,0
095910077481501,9.9861,77.8042,False,1,0
095918076142201,9.9883,76.2394,False,1,3
100018077065801,10.005,77.1161,False,1,3
100018077065802,10.005,77.1161,False,1,3
100048076571801,10.0133,76.955,False,1,2
100107077005701,10.0186,77.0158,False,1,3
100154076520501,10.0317,76.8681,False,1,0
100353077062801,10.0647,77.1078,False,1,4
100430079020101,10.075,79.0336,False,1,2
100515077040201,10.0875,77.0672,False,1,4
100622076372901,10.1061,76.6247,False,1,0
100642076212201,10.1117,76.3561,False,1,2
100655076313001,10.1153,76.525,False,1,3
100703076285301,10.1175,76.4814,False,1,2
100712076320601,10.12,76.535,False,1,2
100713076272201,10.1203,76.4561,False,1,0
100713076272202,10.1203,76.4561,False,1,1
100716076340401,10.1211,76.5678,False,1,1
100720076115501,10.1222,76.1986,False,1,1
100733076232002,10.1258,76.3889,False,1,3
100740076180002,10.1278,76.3,False,1,3
100740076253501,10.1278,76.4264,False,1,3
100800079133001,10.1333,79.225,False,1,1
100956079073001,10.1656,79.125,False,1,4
101045078255001,10.1792,78.4306,False,1,0
101100078455001,10.1833,78.7639,False,1,1
101103078252501,10.1842,78.4236,False,1,0
101140076101501,10.1944,76.1708,False,1,1
101150076102001,10.1972,76.1722,False,1,4
101150076102002,10.1972,76.1722,False,1,1
101220076095502,10.2056,76.1653,False,1,4
101230079041501,10.2083,79.0708,False,1,2
101320078145001,10.2222,78.2472,False,1,3
101350076115001,10.2306,76.1972,False,1,2
101350078580401,10.2306,78.9678,False,1,1
101357076112801,10.2325,76.1911,False,1,3
101357076112802,10.2325,76.1911,False,1,4
101358078140001,10.2328,78.2333,False,1,1
101400078444501,10.2333,78.7458,False,1,3
101405077290001,10.2347,77.4833,False,1,1
101425076112801,10.2403,76.1911,False,1,3
101512078073001,10.2533,78.125,False,1,3
101530077553001,10.2583,77.925,False,1,2
101605077323001,10.2681,77.5417,False,1,3
101653078041501,10.2814,78.0708,False,1,1
101940077560001,10.3278,77.9333,False,1,0
102015077571501,10.3375,77.9542,False,1,0
102030077593001,10.3417,77.9917,False,1,2
102030079233001,10.3417,79.3917,False,1,4
102105077594001,10.3514,77.9944,False,1,0
102130077583002,10.3583,77.975,False,1,2
102130078060001,10.3583,78.1,False,1,3
102130078222001,10.3583,78.3722,False,1,1
102130079164501,10.3583,79.2792,False,1,3
102200077581501,10.3667,77.9708,False,1,1
102215079353001,10.3708,79.5917,False,1,4
102400079300001,10.4,79.5,False,1,2
102530079180001,10.425,79.3,False,1,2
103045076341501,10.5125,76.5708,False,1,0
103300079030001,10.55,79.05,False,1,2
103420078473001,10.5722,78.7917,False,1,4
103425079010001,10.5736,79.0167,False,1,0
103430076561501,10.575,76.9375,False,1,3
103430078473001,10.575,78.7917,False,1,2
103500077145001,10.5833,77.2472,False,1,3
103500078533001,10.5833,78.8917,False,1,3
103630076450001,10.6083,76.75,False,1,2
103630077230001,10.6083,77.3833,False,1,1
103630078330001,10.6083,78.55,False,1,3
103630078463001,10.6083,78.775,False,1,0
103650078253002,10.6139,78.425,False,1,2
103652078253101,10.6144,78.4253,False,1,0
103700076130001,10.6167,76.2167,False,1,3
103710076024901,10.6194,76.0469,False,1,3
103725077223001,10.6236,77.375,False,1,0
103747076134001,10.6297,76.2278,False,1,3
103814075591701,10.6372,75.9881,False,1,2
103830076100501,10.6417,76.1681,False,1,3
103852076543401,10.6478,76.9094,False,1,0
104000076150001,10.6667,76.25,False,1,0
104000076150002,10.6667,76.25,False,1,2
104029075593001,10.6747,75.9917,False,1,0
104040076121001,10.6778,76.2028,False,1,1
104045077163001,10.6792,77.275,False,1,3
104300078574401,10.7167,78.9622,False,1,0
104306079034501,10.7183,79.0625,False,1,3
104315079383001,10.7208,79.6417,False,1,0
104400079120001,10.7333,79.2,False,1,0
104405079061501,10.7347,79.1042,False,1,2
104430078350001,10.7417,78.5833,False,1,3
104445079281501,10.7458,79.4708,False,1,0
104514076382001,10.7539,76.6389,False,1,1
104515076302001,10.7542,76.5056,False,1,4
104522076301601,10.7561,76.5044,False,1,4
104528076375401,10.7578,76.6317,False,1,2
104538076465801,10.7606,76.7828,False,1,2
104540075580001,10.7611,75.9667,False,1,1
104540076255901,10.7611,76.4331,False,1,3
104540076261001,10.7611,76.4361,False,1,2
104550077354001,10.7639,77.5944,False,1,1
104600076193001,10.7667,76.325,False,1,0
104600076244501,10.7667,76.4125,False,1,0
104830076573001,10.8083,76.9583,False,1,4
104830077093001,10.8083,77.1583,False,1,2
104900077010001,10.8167,77.0167,False,1,2
105045078445501,10.8458,78.7486,False,1,2
105115078423001,10.8542,78.7083,False,1,3
105150078430001,10.8639,78.7167,False,1,0
105300079231501,10.8833,79.3875,False,1,0
105315079360001,10.8875,79.6,False,1,1
105330079063001,10.8917,79.1083,False,1,2
105430078491501,10.9083,78.8208,False,1,3
105530078433001,10.925,78.725,False,1,2
105530079163001,10.925,79.275,False,1,2
105654075523801,10.9483,75.8772,False,1,4
105655076001001,10.9486,76.0028,False,1,0
105701076194301,10.9503,76.3286,False,1,2
105707076191401,10.9519,76.3206,False,1,2
105730076303001,10.9583,76.5083,False,1,2
105751076171001,10.9642,76.2861,False,1,4
105800076220002,10.9667,76.3667,False,1,1
105815075590001,10.9708,75.9833,False,1,4
105824076134301,10.9733,76.2286,False,1,1
105824076134302,10.9733,76.2286,False,1,2
105835076063501,10.9764,76.1097,False,1,2
105840076122601,10.9778,76.2072,False,1,4
105841076091901,10.9781,76.1553,False,1,2
105853076081901,10.9814,76.1386,False,1,1
105857075581601,10.9825,75.9711,False,1,0
105900075523001,10.9833,75.875,False,1,1
105904076285801,10.9844,76.4828,False,1,4
105930077333001,10.9917,77.5583,False,1,0
110010077334501,11.0028,77.5625,False,1,4
110015078593001,11.0042,78.9917,False,1,2
110126079064501,11.0239,79.1125,False,1,0
110130076543001,11.025,76.9083,False,1,1
110130077073001,11.025,77.125,False,1,2
110150078255801,11.0306,78.4328,False,1,1
110230076531501,11.0417,76.8875,False,1,0
110245078573001,11.0458,78.9583,False,1,3
110340078083001,11.0611,78.1417,False,1,3
110410077000501,11.0694,77.0014,False,1,0
110420078330001,11.0722,78.55,False,1,1
110430077000501,11.075,77.0014,False,1,1
110450077271001,11.0806,77.4528,False,1,3
110500077264501,11.0833,77.4458,False,1,3
110630078001201,11.1083,78.0033,False,1,3
110715078271501,11.1208,78.4542,False,1,4
110730079271501,11.125,79.4542,False,1,3
110840078360001,11.1444,78.6,False,1,1
110940078432001,11.1611,78.7222,False,1,0
110958078513001,11.1661,78.8583,False,1,3
111000077420001,11.1667,77.7,False,1,4
111004075485201,11.1678,75.8144,False,1,4
111018075482501,11.1717,75.8069,False,1,1
111019075521301,11.1719,75.8703,False,1,1
111030075513002,11.175,75.8583,False,1,0
111045076453001,11.1792,76.7583,False,1,0
111105077163001,11.1847,77.275,False,1,2
111225076593201,11.2069,76.9922,False,1,2
111228077113001,11.2078,77.1917,False,1,1
111300078102001,11.2167,78.1722,False,1,1
111312078100001,11.22,78.1667,False,1,4
111330077063001,11.225,77.1083,False,1,2
111330077263701,11.225,77.4436,False,1,4
111400077063001,11.2333,77.1083,False,1,4
111400077063002,11.2333,77.1083,False,1,1
111445077124501,11.2458,77.2125,False,1,1
111500077543001,11.25,77.9083,False,1,4
111600077520001,11.2667,77.8667,False,1,3
111600077583001,11.2667,77.975,False,1,1
111600079371501,11.2667,79.6208,False,1,3
111610077245001,11.2694,77.4139,False,1,2
111630079325001,11.275,79.5472,False,1,4
111645077244501,11.2792,77.4125,False,1,1
111715078041501,11.2875,78.0708,False,1,4
111715078050501,11.2875,78.0847,False,1,4
111722077100901,11.2894,77.1692,False,1,0
111745077075501,11.2958,77.1319,False,1,0
111800078093001,11.3,78.1583,False,1,2
111900077543001,11.3167,77.9083,False,1,0
112000078050001,11.3333,78.0833,False,1,1
112230078470001,11.375,78.7833,False,1,2
112500076193001,11.4167,76.325,False,1,4
112500076193002,11.4167,76.325,False,1,4
112600076515001,11.4333,76.8639,False,1,0
112700075530001,11.45,75.8833,False,1,4
112710075481001,11.4528,75.8028,False,1,0
112730075463001,11.4583,75.775,False,1,3
112730077264501,11.4583,77.4458,False,1,4
112800076364501,11.4667,76.6125,False,1,4
112817075385201,11.4714,75.6478,False,1,1
112852075585303,11.4811,75.9814,False,1,4
112900077090001,11.4833,77.15,False,1,0
112900077285001,11.4833,77.4806,False,1,2
112905077413001,11.4847,77.6917,False,1,2
112919075384901,11.4886,75.6469,False,1,1
112950077141001,11.4972,77.2361,False,1,0
113010077145001,11.5028,77.2472,False,1,3
113015077243001,11.5042,77.4083,False,1,1
113100078203001,11.5167,78.3417,False,1,3
113100079201501,11.5167,79.3375,False,1,2
113100079201502,11.5167,79.3375,False,1,1
113107079221101,11.5186,79.3697,False,1,4
113115079210001,11.5208,79.35,False,1,0
113215078084501,11.5375,78.1458,False,1,3
113215079323001,11.5375,79.5417,False,1,3
113230079343001,11.5417,79.575,False,1,1
113329079400201,11.5581,79.6672,False,1,1
113330078053001,11.5583,78.0917,False,1,0
113330079290002,11.5583,79.4833,False,1,4
113345079353001,11.5625,79.5917,False,1,4
113345079353002,11.5625,79.5917,False,1,1
113400077540001,11.5667,77.9,False,1,0
113400077541501,11.5667,77.9042,False,1,0
113410078042001,11.5694,78.0722,False,1,0
113415078110001,11.5708,78.1833,False,1,4
113430079100001,11.575,79.1667,False,1,4
113500077473001,11.5833,77.7917,False,1,0
113500078453001,11.5833,78.7583,False,1,3
113502077510001,11.5839,77.85,False,1,0
113515078262501,11.5875,78.4403,False,1,1
113525078113501,11.5903,78.1931,False,1,2
113530077503001,11.5917,77.8417,False,1,3
113530078064101,11.5917,78.1114,False,1,4
113530078351001,11.5917,78.5861,False,1,0
113630079190001,11.6083,79.3167,False,1,0
113700079253002,11.6167,79.425,False,1,1
113900079390002,11.65,79.65,False,1,1
113915079333001,11.6542,79.5583,False,1,4
114035076222503,11.6764,76.3736,False,1,3
114037076012801,11.6769,76.0244,False,1,1
114045076012401,11.6792,76.0233,False,1,4
114045076031001,11.6792,76.0528,False,1,2
114052076002401,11.6811,76.0067,False,1,2
114052076002402,11.6811,76.0067,False,1,2
114052076002501,11.6811,76.0069,False,1,0
114056076122101,11.6822,76.2058,False,1,4
114126076074103,11.6906,76.1281,False,1,0
114126076152801,11.6906,76.2578,False,1,0
114142076153002,11.695,76.2583,False,1,1
114156076080501,11.6989,76.1347,False,1,1
114222075381301,11.7061,75.6369,False,1,0
114239076044701,11.7108,76.0797,False,1,0
114240075323001,11.7111,75.5417,False,1,3
114254075343401,11.715,75.5761,False,1,4
114312075380102,11.72,75.6336,False,1,0
114312075380103,11.72,75.6336,False,1,1
114312075401501,11.72,75.6708,False,1,2
114312075420001,11.72,75.7,False,1,4
114330076080001,11.725,76.1333,False,1,3
114350075565001,11.7306,75.9472,False,1,3
114400076144001,11.7333,76.2444,False,1,2
114403076042901,11.7342,76.0747,False,1,2
114406075411901,11.735,75.6886,False,1,0
114410078510001,11.7361,78.85,False,1,4
114430078580001,11.7417,78.9667,False,1,4
114435075341801,11.7431,75.5717,False,1,0
114455075291501,11.7486,75.4875,False,1,3
114500075344501,11.75,75.5792,False,1,0
114506075344601,11.7517,75.5794,False,1,3
114558075321501,11.7661,75.5375,False,1,4
114602078521201,11.7672,78.87,False,1,0
114637075344301,11.7769,75.5786,False,1,2
114645077002001,11.7792,77.0056,False,1,0
114700075280001,11.7833,75.4667,False,1,2
114700075285001,11.7833,75.4806,False,1,4
114955079260001,11.8319,79.4333,False,1,0
115050077445001,11.8472,77.7472,False,1,1
115115078050001,11.8542,78.0833,False,1,4
115200078051501,11.8667,78.0875,False,1,1
115204079100001,11.8678,79.1667,False,1,0
115300077503001,11.8833,77.8417,False,1,2
115300078550001,11.8833,78.9167,False,1,2
115335078100001,11.8931,78.1667,False,1,3
115500078201001,11.9167,78.3361,False,1,1
115700078030001,11.95,78.05,False,1,4
115800078250001,11.9667,78.4167,False,1,2
120000078150001,12.0,78.25,False,1,1
120400075110001,12.0667,75.1833,False,1,4
120405075182001,12.0681,75.3056,False,1,4
120410075230401,12.0694,75.3844,False,1,2
120430075160001,12.075,75.2667,False,1,0
120527075113901,12.0908,75.1942,False,1,2
120530075145601,12.0917,75.2489,False,1,2
120530075403001,12.0917,75.675,False,1,0
120615079443001,12.1042,79.7417,False,1,3
120622075171301,12.1061,75.2869,False,1,4
120638075131001,12.1106,75.2194,False,1,0
120713075561901,12.1203,75.9386,False,1,3
120730075245001,12.125,75.4139,False,1,0
120731075255001,12.1253,75.4306,False,1,3
121002075503601,12.1672,75.8433,False,1,2
121015075554501,12.1708,75.9292,False,1,0
121018075525201,12.1717,75.8811,False,1,4
121018075525202,12.1717,75.8811,False,1,0
121100079400001,12.1833,79.6667,False,1,2
121145079460001,12.1958,79.7667,False,1,0
121230078423001,12.2083,78.7083,False,1,4
121230079573001,12.2083,79.9583,False,1,3
121312078033401,12.22,78.0594,False,1,4
121315078071501,12.2208,78.1208,False,1,2
121330079040001,12.225,79.0667,False,1,2
121530078394501,12.2583,78.6625,False,1,3
121545078180001,12.2625,78.3,False,1,3
121550078321001,12.2639,78.5361,False,1,4
121600078314501,12.2667,78.5292,False,1,0
121600078314502,12.2667,78.5292,False,1,3
121600078563001,12.2667,78.9417,False,1,0
121730078473001,12.2917,78.7917,False,1,1
121815078043001,12.3042,78.075,False,1,4
122225075081201,12.3736,75.1367,False,1,1
122230075054501,12.375,75.0958,False,1,3
122230075203001,12.375,75.3417,False,1,2
122258075060101,12.3828,75.1003,False,1,1
122320076410001,12.3889,76.6833,False,1,1
122330076480001,12.3917,76.8,False,1,2
122343077043801,12.3953,77.0772,False,1,3
122358075124001,12.3994,75.2111,False,1,3
122400076460001,12.4,76.7667,False,1,4
122400077080001,12.4,77.1333,False,1,4
122401075022001,12.4003,75.0389,False,1,3
122430076352501,12.4083,76.5903,False,1,3
122431076461101,12.4086,76.7697,False,1,1
122500075450002,12.4167,75.75,False,1,2
122500076480001,12.4167,76.8,False,1,0
122515076410501,12.4208,76.6847,False,1,1
122543076423901,12.4286,76.7108,False,1,4
122615075482501,12.4375,75.8069,False,1,2
122615075550502,12.4375,75.9181,False,1,0
122622075514301,12.4394,75.8619,False,1,3
122628076494801,12.4411,76.83,False,1,4
122655075492501,12.4486,75.8236,False,1,4
122658075382201,12.4494,75.6394,False,1,1
122729075572901,12.4581,75.9581,False,1,2
122840078272001,12.4778,78.4556,False,1,2
122850075451801,12.4806,75.755,False,1,1
122946075571201,12.4961,75.9533,False,1,1
123000079380001,12.5,79.6333,False,1,1
123008079362001,12.5022,79.6056,False,1,4
123040078015101,12.5111,78.0308,False,1,3
123100079080001,12.5167,79.1333,False,1,4
123130077470001,12.525,77.7833,False,1,4
123145077473001,12.5292,77.7917,False,1,4
123150078135001,12.5306,78.2306,False,1,0
123205078025601,12.5347,78.0489,False,1,4
123206079070801,12.535,79.1189,False,1,0
123230078213001,12.5417,78.3583,False,1,2
123245078213001,12.5458,78.3583,False,1,2
123330079210001,12.5583,79.35,False,1,1
123400077540001,12.5667,77.9,False,1,0
123445077393001,12.5792,77.6583,False,1,0
123530079373001,12.5917,79.625,False,1,4
123610077515001,12.6028,77.8639,False,1,1
123811075082401,12.6364,75.14,False,1,1
123842075063101,12.645,75.1086,False,1,4
123850075050001,12.6472,75.0833,False,1,0
123909074592401,12.6525,74.99,False,1,4
123911074551801,12.6531,74.9217,False,1,4
123920074571101,12.6556,74.9531,False,1,2
123948075015401,12.6633,75.0317,False,1,0
124026075070901,12.6739,75.1192,False,1,0
124029074574501,12.6747,74.9625,False,1,1
124030076053001,12.675,76.0917,False,1,2
124043075021401,12.6786,75.0372,False,1,0
124043076324901,12.6786,76.5469,False,1,2
124048074542601,12.68,74.9072,False,1,0
124110078362001,12.6861,78.6056,False,1,2
124130078373001,12.6917,78.625,False,1,0
124159076035201,12.6997,76.0644,False,1,3
124200076332001,12.7,76.5556,False,1,0
124200078483001,12.7,78.8083,False,1,0
124210078490001,12.7028,78.8167,False,1,0
124220075535301,12.7056,75.8981,False,1,4
124300076470001,12.7167,76.7833,False,1,0
124300076580001,12.7167,76.9667,False,1,2
124330075534501,12.725,75.8958,False,1,2
124330078393001,12.725,78.6583,False,1,2
124400077484501,12.7333,77.8125,False,1,3
124528075540101,12.7578,75.9003,False,1,4
124600076030001,12.7667,76.05,False,1,1
124600076070001,12.7667,76.1167,False,1,4
124600079160001,12.7667,79.2667,False,1,1
124600079244501,12.7667,79.4125,False,1,4
124605076022001,12.7681,76.0389,False,1,2
124606076025401,12.7683,76.0483,False,1,3
124619076084401,12.7719,76.1456,False,1,4
124620076004001,12.7722,76.0111,False,1,3
124630076033001,12.775,76.0583,False,1,4
124654075564701,12.7817,75.9464,False,1,2
124715079360001,12.7875,79.6,False,1,0
125600079210001,12.9333,79.35,False,1,2
125615078433001,12.9375,78.725,False,1,0
125630078433001,12.9417,78.725,False,1,4
125638076231901,12.9439,76.3886,False,1,1
125641076035001,12.9447,76.0639,False,1,1
125645075530001,12.9458,75.8833,False,1,1
125700075470002,12.95,75.7833,False,1,3
125700076480001,12.95,76.8,False,1,2
125720078594001,12.9556,78.9944,False,1,4
125721075475601,12.9558,75.7989,False,1,2
125724075443401,12.9567,75.7428,False,1,1
125730078370001,12.9583,78.6167,False,1,0
125740078584801,12.9611,78.98,False,1,0
125919078060101,12.9886,78.1003,False,1,1
125920076133001,12.9889,76.225,False,1,4
125930076030001,12.9917,76.05,False,1,2
125930078163001,12.9917,78.275,False,1,4
130345079514501,13.0625,79.8625,False,1,0
130345080034501,13.0625,80.0625,False,1,0
130345080164501,13.0625,80.2792,False,1,4
130400079580001,13.0667,79.9667,False,1,0
130400080081501,13.0667,80.1375,False,1,0
130400080134001,13.0667,80.2278,False,1,2
130600079260001,13.1,79.4333,False,1,4
130640079253501,13.1111,79.4264,False,1,3
130725078180001,13.1236,78.3,False,1,0
130811075581001,13.1364,75.9694,False,1,4
130827078062401,13.1408,78.1067,False,1,4
130900076134001,13.15,76.2278,False,1,4
130900076134002,13.15,76.2278,False,1,4
130900078240001,13.15,78.4,False,1,1
130927079022901,13.1575,79.0414,False,1,4
131215080104501,13.2042,80.1792,False,1,1
131230079450001,13.2083,79.75,False,1,4
131245079293001,13.2125,79.4917,False,1,2
131916074524301,13.3211,74.8786,False,1,3
131935079110901,13.3264,79.1858,False,1,3
131938076181901,13.3272,76.3053,False,1,3
131953079055801,13.3314,79.0994,False,1,3
132010079164501,13.3361,79.2792,False,1,3
132015077593001,13.3375,77.9917,False,1,3
132400080080002,13.4,80.1333,False,1,0
132830079025001,13.475,79.0472,False,1,4
132854079024201,13.4817,79.045,False,1,2
132930077281501,13.4917,77.4708,False,1,1
132935078093501,13.4931,78.1597,False,1,2
133015078425501,13.5042,78.7153,False,1,4
133020078420001,13.5056,78.7,False,1,4
133030077573001,13.5083,77.9583,False,1,4
133100078384801,13.5167,78.6467,False,1,2
133117079225101,13.5214,79.3808,False,1,3
133138079043401,13.5272,79.0761,False,1,1
133200078300001,13.5333,78.5,False,1,3
133200078542001,13.5333,78.9056,False,1,3
133220077362001,13.5389,77.6056,False,1,1
133300077453001,13.55,77.7583,False,1,1
133300079330001,13.55,79.55,False,1,0
133311078314501,13.5531,78.5292,False,1,0
133400079140001,13.5667,79.2333,False,1,2
134911074380401,13.8197,74.6344,False,1,2
134935074480701,13.8264,74.8019,False,1,0
134955074443901,13.8319,74.7442,False,1,2
135003074441001,13.8342,74.7361,False,1,3
135145076081001,13.8625,76.1361,False,1,1
135145076180501,13.8625,76.3014,False,1,1
135330076183001,13.8917,76.3083,False,1,1
135425079440001,13.9069,79.7333,False,1,2
135724077063001,13.9567,77.1083,False,1,1
135730077143001,13.9583,77.2417,False,1,3
135756077034001,13.9656,77.0611,False,1,1
135906076390001,13.985,76.65,False,1,2
135950076050501,13.9972,76.0847,False,1,1
140110079373801,14.0194,79.6272,False,1,0
140130076073001,14.025,76.125,False,1,3
140130076163001,14.025,76.275,False,1,1
140130076443001,14.025,76.7417,False,1,1
140130080020502,14.025,80.0347,False,1,3
140157080033101,14.0325,80.0586,False,1,4
140214079334401,14.0372,79.5622,False,1,3
141700076450001,14.2833,76.75,False,1,4
141730076170001,14.2917,76.2833,False,1,4
